time_s,latency_ms
8.125272,7.1325
8.132395,7.1220
8.139570,7.1748
8.146701,7.1289
8.153827,7.1249
8.160994,7.1661
8.168179,7.1823
8.175341,7.1601
8.182479,7.1359
8.189611,7.1310
8.196740,7.1271
8.203892,7.1511
8.211067,7.1736
8.218201,7.1329
8.225328,7.1257
8.232454,7.1251
8.239581,7.1254
8.246716,7.1337
8.253841,7.1237
8.260966,7.1242
8.268091,7.1244
8.275241,7.1482
8.282377,7.1346
8.289508,7.1298
8.296660,7.1510
8.303790,7.1291
8.310919,7.1273
8.318045,7.1254
8.325173,7.1263
8.332300,7.1265
8.339435,7.1336
8.346568,7.1320
8.353697,7.1276
8.360829,7.1308
8.367960,7.1303
8.375211,7.2496
8.382340,7.1272
8.389465,7.1243
8.396596,7.1291
8.403734,7.1375
8.410871,7.1355
8.417996,7.1241
8.425122,7.1248
8.432279,7.1555
8.439427,7.1466
8.446587,7.1591
8.453723,7.1343
8.461021,7.2966
8.468160,7.1368
8.475310,7.1488
8.482442,7.1310
8.489571,7.1278
8.496712,7.1396
8.503840,7.1270
8.510970,7.1291
8.518098,7.1261
8.525231,7.1320
8.532356,7.1239
8.539513,7.1556
8.546640,7.1253
8.553766,7.1248
8.560893,7.1253
8.568060,7.1662
8.575256,7.1941
8.582389,7.1317
8.589527,7.1371
8.596658,7.1300
8.603801,7.1409
8.610933,7.1309
8.618067,7.1333
8.625211,7.1420
8.632342,7.1297
8.639470,7.1270
8.646594,7.1232
8.653905,7.3091
8.661032,7.1262
8.668159,7.1255
8.675286,7.1261
8.682414,7.1273
8.689563,7.1475
8.696799,7.2348
8.703938,7.1382
8.711066,7.1258
8.718220,7.1539
8.725349,7.1275
8.732475,7.1243
8.739637,7.1613
8.746765,7.1254
8.753889,7.1236
8.761017,7.1264
8.768158,7.1408
8.775299,7.1386
8.782432,7.1321
8.789564,7.1308
8.796691,7.1262
8.803820,7.1279
8.810945,7.1235
8.818070,7.1247
8.825196,7.1248
8.832322,7.1251
8.839453,7.1296
8.846587,7.1322
8.853719,7.1311
8.860846,7.1256
8.867972,7.1251
8.875099,7.1255
8.882240,7.1399
8.889368,7.1267
8.896501,7.1326
8.903674,7.1710
8.910857,7.1821
8.918060,7.2008
8.925190,7.1286
8.932325,7.1339
8.939475,7.1493
8.946608,7.1305
8.953737,7.1278
8.960862,7.1242
8.967991,7.1284
8.975116,7.1235
8.982245,7.1279
8.989376,7.1295
8.996509,7.1319
9.003650,7.1399
9.010781,7.1295
9.017919,7.1368
9.025053,7.1331
9.032188,7.1335
9.039368,7.1793
9.046514,7.1448
9.053643,7.1263
9.060775,7.1318
9.067905,7.1286
9.075030,7.1239
9.082156,7.1250
9.089281,7.1234
9.096410,7.1277
9.103536,7.1257
9.110663,7.1258
9.117793,7.1287
9.124920,7.1257
9.132049,7.1274
9.139203,7.1413
9.146330,7.1256
9.153456,7.1247
9.160582,7.1249
9.167743,7.1603
9.174878,7.1337
9.182154,7.2750
9.189285,7.1294
9.196431,7.1444
9.203560,7.1279
9.210698,7.1364
9.217839,7.1402
9.224964,7.1231
9.232149,7.1845
9.239336,7.1842
9.246476,7.1384
9.253612,7.1346
9.260744,7.1308
9.267870,7.1254
9.274996,7.1247
9.282123,7.1262
9.289251,7.1263
9.296381,7.1295
9.303506,7.1235
9.310631,7.1234
9.317760,7.1280
9.324886,7.1251
9.332016,7.1283
9.339181,7.1640
9.346318,7.1360
9.353453,7.1331
9.360585,7.1312
9.367716,7.1301
9.374852,7.1346
9.382017,7.1639
9.389160,7.1415
9.396290,7.1288
9.403416,7.1252
9.410548,7.1313
9.417731,7.1814
9.425010,7.2774
9.432251,7.2404
9.439411,7.1579
9.446558,7.1459
9.453687,7.1274
9.460813,7.1250
9.467947,7.1331
9.475074,7.1254
9.482199,7.1236
9.489329,7.1290
9.496454,7.1236
9.503580,7.1249
9.510734,7.1531
9.517958,7.2204
9.525084,7.1243
9.532210,7.1254
9.539361,7.1503
9.546515,7.1525
9.553648,7.1319
9.560781,7.1295
9.567948,7.1665
9.575088,7.1361
9.582288,7.1991
9.589429,7.1362
9.596567,7.1377
9.603738,7.1691
9.610874,7.1347
9.618020,7.1449
9.625171,7.1501
9.632318,7.1433
9.639445,7.1260
9.646581,7.1345
9.653710,7.1287
9.660836,7.1243
9.667965,7.1281
9.675095,7.1293
9.682367,7.2708
9.689494,7.1254
9.696624,7.1294
9.703753,7.1284
9.710879,7.1242
9.718004,7.1240
9.725129,7.1238
9.732256,7.1264
9.739386,7.1282
9.746512,7.1251
9.753641,7.1279
9.760770,7.1284
9.767896,7.1249
9.775025,7.1277
9.782152,7.1258
9.789280,7.1268
9.796410,7.1291
9.803537,7.1252
9.810770,7.2322
9.817931,7.1574
9.825058,7.1255
9.832183,7.1240
9.839317,7.1329
9.846456,7.1387
9.853584,7.1264
9.860714,7.1287
9.867841,7.1256
9.874966,7.1241
9.882099,7.1316
9.889252,7.1524
9.896380,7.1272
9.903550,7.1689
9.910681,7.1300
9.917889,7.2059
9.925016,7.1256
9.932143,7.1260
9.939271,7.1268
9.946404,7.1324
9.953533,7.1279
